name,country_codes,avg_estimated_travel_time,security_deposit,weekly_price,monthly_price,price,Id,
Private room in central location in dee why,AU,1.336805556,NULL,NULL,NULL,60,1878,
罗湖火车站旁文锦渡口岸对面三分钟地铁站安静独立一房一厅,CN,2.643518519,0,NULL,NULL,251,1879,
【空城】万象城/国贸地铁站/一房一厅/独立厨房卫浴/大凸窗,CN,2.643518519,NULL,NULL,NULL,432,1880,
Light filled Williamsburg Apartment,US,-7.5,0,950,NULL,160,1881,
Palin Suites,TR,1.838541667,NULL,5355,15837,886,1882,
Oceanside in Poipu on South Shore,US,-7.5,300,NULL,NULL,175,1883,
Bright Suite Apartments,TR,1.838541667,NULL,NULL,26803,2378,1884,
Balai Kona Tropical Paradise,US,-7.5,NULL,650,2000,80,1885,
2 BED 2BAHT- in the Heart of historical  sleeps 6,TR,1.838541667,NULL,2085,8934,443,1886,
Luxury Duplex in Williamsburg with private bath,US,-7.5,300,NULL,2100,125,1887,
Duplex Penthouse Terrace & View :),TR,1.838541667,NULL,1370,3901,274,1888,
Charming Boutique Room in Bushwick,US,-7.5,0,375,1450,55,1889,
Excellent Location and price !,TR,1.838541667,NULL,NULL,NULL,2083,1890,
PETIT HOUSE,TR,1.838541667,0,2373,7382,237,1891,
Serenity amidst the busy city,US,-7.5,100,693,2450,121,1892,
Hilltop Legacy | Hilo Bay Room,US,-7.5,NULL,NULL,NULL,69,1893,
Your own private big Brooklyn apt!,US,-7.5,NULL,NULL,2990,127,1894,
A 2 bedroom walk to Ocean Lahaina A23,US,-7.5,NULL,NULL,NULL,269,1895,
Designer's studio in Williamsburg,US,-7.5,0,NULL,NULL,105,1896,
Detached Wooden House with garden,TR,1.838541667,250,1500,NULL,401,1897,
kiralık daire,TR,1.838541667,NULL,NULL,NULL,95,1898,
A PENTHOUSE WITH A BOSPHOURSE VIEW,TR,1.838541667,NULL,5956,17868,475,1899,
Galata Junior Suite street wiew,TR,1.838541667,NULL,NULL,10125,295,1900,
1 BR in Great NYC Neighborhood,US,-7.5,NULL,NULL,NULL,151,1901,
Apartment near the US Open,US,-7.5,NULL,NULL,1000,150,1902,
Park Slope beauty,US,-7.5,1000,NULL,NULL,100,1903,
Boho Flat in the Chic Center!,TR,1.838541667,0,2109,7909,269,1904,
Relax in Taksim,TR,1.838541667,NULL,1582,5273,127,1905,
long time room / short time stay,TR,1.838541667,NULL,400,850,79,1906,
Bosphorus View Private Appartment,TR,1.838541667,0,NULL,NULL,200,1907,
"Brooklyn Loft Studio, One Subway from Manhattan",US,-7.5,100,NULL,NULL,125,1908,
Pyrmont Apartment. City meets Water,AU,1.336805556,0,350,NULL,90,1909,
Large Room in Penthouse Apartment,US,-7.5,200,665,2650,95,1910,
Sıradan bir oda...,TR,1.838541667,NULL,NULL,NULL,316,1911,
"Suite w/private bath, Forest Hills",US,-7.5,NULL,NULL,3000,125,1912,
Beautiful -  Upper West Side,US,-7.5,200,1225,NULL,250,1913,
Cozy Cabin w/Sauna & Lomilomi - Steps to UH,US,-7.5,100,NULL,NULL,165,1914,
Ohana Haven,US,-7.5,NULL,1400,4200,240,1915,
Stylish Gramercy Park Duplex LOFT,US,-7.5,200,NULL,4800,120,1916,
The accomodation is Taksim/İstanbul,TR,1.838541667,596,NULL,NULL,211,1917,
1BR+BA IN LXRY CONDO W POOL+PARKING,US,-7.5,400,NULL,4000,65,1918,
Clean One Bedroom Apartment,US,-7.5,NULL,2000,3500,117,1919,
Stunning room in Darlinghurst,AU,1.336805556,500,NULL,NULL,200,1920,
Sydney City Apartment  Petersham,AU,1.336805556,NULL,NULL,NULL,151,1921,
Entire 2 bdrm/2 bth UWS/RiversdePrk,US,-7.5,NULL,5600,NULL,160,1922,
Manhattan Private Room15min=TimesSQ,US,-7.5,200,NULL,1000,39,1923,
Honu Studio with Pearl Harbor View,US,-7.5,100,540,NULL,79,1924,
"A 2-story, 2-bedroom house - 20min to Downtown",US,-7.5,0,NULL,NULL,210,1925,
Beautiful 1 bedroom in NYC,US,-7.5,NULL,NULL,4000,150,1926,
Hancock House cozy Garden Level,US,-7.5,250,750,2800,145,1927,
Located in the heart of NoLita.,US,-7.5,1000,1800,NULL,350,1928,
SPACIOUS STUDIO-HIGH END FINISHES,US,-7.5,150,899,3276,129,1929,
Prewar classic NYC apartment.,US,-7.5,NULL,NULL,NULL,16,1930,
Historical big flat@city center,TR,1.838541667,0,NULL,NULL,227,1931,
Wow!  Two Bedroom Apartment in Safe Neighborhood!,US,-7.5,500,NULL,NULL,149,1932,
Perayata Flat#1/near Taksim,TR,1.838541667,NULL,2288,6327,237,1933,
#Private Studio - Waikiki Dream,US,-7.5,NULL,789,2999,124,1934,
Private Luxury Apartment Sitting atop Pittwater,AU,1.336805556,200,NULL,NULL,181,1935,
Modern Brooklyn Brownstone,US,-7.5,500,NULL,NULL,299,1936,
Master Bedroom 别墅二楼主卧房,US,-7.5,200,450,1700,70,1937,
Cozy  Two Bedroom,AU,1.336805556,NULL,330,1300,65,1938,
Planet Paprika Aparts,TR,1.838541667,NULL,2085,7147,211,1939,
Secluded semi moments to everywhere,AU,1.336805556,NULL,4800,NULL,751,1940,
Oh this one's lovely... and cheap!,AU,1.336805556,NULL,460,NULL,70,1941,
"Modern Private Entrance Bedroom, Nr A/C Subways",US,-7.5,NULL,420,1430,77,1942,
Cosy flat in the center of İstanbul,TR,1.838541667,NULL,700,NULL,200,1943,
NEXT TO TAKSIM SQUARE LUX RESIDENCE,TR,1.838541667,NULL,NULL,NULL,290,1944,
Idealistic Inwood,US,-7.5,100,NULL,NULL,100,1945,
Prime W. Village location 1 bdrm,US,-7.5,NULL,NULL,NULL,180,1946,
Simple Astoria Room 20minToManhattan,US,-7.5,100,NULL,NULL,50,1947,
1 Bedroom Apartment in Washington Heights - Summer,US,-7.5,300,NULL,NULL,75,1948,
Cozy & SPacious in d heart Astoria,US,-7.5,200,NULL,NULL,150,1949,
10 MINUTES TO TAXIM,TR,1.838541667,NULL,953,NULL,1192,1950,
Floor Through East Village Lux Apt,US,-7.5,NULL,2125,NULL,280,1951,
Large terrace with Bosphorus view in Cihangir,TR,1.838541667,0,NULL,NULL,295,1952,
Sunset Beach Lodge Retreat,US,-7.5,500,NULL,NULL,250,1953,
~white~ welcome traveler! HIDEOUT in mid waikiki,US,-7.5,NULL,170,NULL,30,1954,
Fern Forest Getaway - entire house,US,-7.5,NULL,2513,NULL,399,1955,
"Cozy 1 bdrm Park Slope, Brooklyn,",US,-7.5,100,NULL,NULL,120,1956,
Brownstone Guest Suite by Superhost WINTER SALE!,US,-7.5,250,770,NULL,110,1957,
Art Deco Apartment in Bondi,AU,1.336805556,300,600,NULL,100,1958,
Cedar Loft with Private Hot Tub,US,-7.5,200,648,NULL,115,1959,
"North Shore Resort, Private room  ",US,-7.5,100,NULL,NULL,77,1960,
Ko Olina: March Special - For You & Your Family!!,US,-7.5,500,NULL,5395,295,1961,
Fabulous 3 Bedrm Poipu Beach CONDO,US,-7.5,300,1800,5600,299,1962,
Amazing Ocean View Moon Cabin on retreat property,US,-7.5,100,600,NULL,84,1963,
Bronte Beach Jewel Apartment,AU,1.336805556,NULL,950,NULL,95,1964,
Studio-Private Entrance /Bath/Kitchen Near JFK,US,-7.5,NULL,NULL,NULL,64,1965,
"Near the Bağdat Street, New Home",TR,1.838541667,15818,18455,15291,2636,1966,
Ocean view 1 bedroom Kiahuna condo,US,-7.5,NULL,NULL,NULL,239,1967,
Studio with bathroom and kitchenette in Newtown,AU,1.336805556,500,NULL,NULL,97,1968,
Experience Kona Farm,US,-7.5,100,800,NULL,140,1969,
Cozy room at Cihangir (pet friendly),TR,1.838541667,26364,NULL,NULL,105,1970,
Happy House,TR,1.838541667,0,NULL,NULL,142,1971,
Ocean front apartment great views,AU,1.336805556,800,1770,NULL,300,1972,
Modernist Urban Retreat,AU,1.336805556,1500,1200,4400,220,1973,
Beautiful Bondi family beach house,AU,1.336805556,1000,NULL,NULL,623,1974,
Home away from home in Istanbul,TR,1.838541667,NULL,NULL,NULL,295,1975,
Spacious and Clean Studio- UES,US,-7.5,NULL,850,NULL,135,1976,
Quiet Comfy home near Sydney with carspace + wifi,AU,1.336805556,125,NULL,NULL,129,1977,
"Grandpa's Cottage"" 2 Story Studio""",US,-7.5,NULL,NULL,2900,124,1978,
Gorgeous View! Newly Remodeled!!,US,-7.5,0,NULL,NULL,170,1979,
MIDTOWN APARTMENT WITH SPECTACULAR VIEW,US,-7.5,0,NULL,NULL,215,1980,
July in Fab East Harlem Apartment!,US,-7.5,500,NULL,NULL,45,1981,
Apart(5)-5 minutes walk from Taksim,TR,1.838541667,NULL,NULL,NULL,105,1982,
"Large, sunny apartment. Perfect location.",US,-7.5,NULL,NULL,NULL,210,1983,
Tara Cottage:a Haven for Relaxation,US,-7.5,0,945,NULL,145,1984,
BONDI BEACH RETREAT,AU,1.336805556,NULL,600,2000,90,1985,
Modern 1BR East Village Apartment,US,-7.5,100,1200,NULL,200,1986,
Private Room in Cihangir,TR,1.838541667,NULL,NULL,NULL,200,1987,
Pipeline Studio   (Phone number hidden by Airbnb),US,-7.5,NULL,660,NULL,99,1988,
Single Room Cihangir in Taksim,TR,1.838541667,NULL,NULL,NULL,237,1989,
Large eclectic studio East Village,US,-7.5,1000,NULL,NULL,230,1990,
"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",US,-7.5,400,1285,4400,235,1991,
LARGE GREAT STUDIO HELLS KITCHEN,US,-7.5,NULL,NULL,NULL,150,1992,
Near the bosphorus,TR,1.838541667,527,738,NULL,185,1993,
Cosy room in Brooklyn!2min to Sbwy,US,-7.5,NULL,NULL,NULL,35,1994,
Luxury 2BR/2BTH on The Highline - sleeps 4,US,-7.5,980,3000,NULL,400,1995,
Deluxe Family Suites Two-Bedroom 6 Px With Kitchen,TR,1.838541667,NULL,NULL,NULL,274,1996,
Luxury ocean view Beach Villa 622,US,-7.5,500,4025,NULL,599,1997,
"PRIVATE Room in Spacious, Quiet Apt",US,-7.5,100,NULL,1743,85,1998,
Charming Beach Cottage in Ewa Beach,US,-7.5,200,1350,4410,190,1999,
Beautiful Spacious Suite..,US,-7.5,NULL,NULL,NULL,90,2000,
Sunny and Quiet Williamsburg Room,US,-7.5,200,NULL,NULL,100,2001,
Outskirts of Sydney,AU,1.336805556,NULL,NULL,NULL,45,2002,
Pineapple Shack,US,-7.5,NULL,NULL,NULL,145,2003,
Great LES / Chinatown bedroom,US,-7.5,0,650,1650,80,2004,
"Room in Brooklyn, 20 min from Manh",US,-7.5,0,NULL,NULL,40,2005,
"Clean, New Private Garden Level Apartment in BKLYN",US,-7.5,NULL,1200,4250,195,2006,
Nice and cozy 2 bedroom apartment in Rose Bay,AU,1.336805556,NULL,850,NULL,129,2007,
Spacious and light-filled Manhattan apartment,US,-7.5,500,NULL,NULL,117,2008,
Standard Double Room,TR,1.838541667,0,NULL,NULL,200,2009,
Beautiful Brooklyn Brownstone,US,-7.5,100,575,NULL,100,2010,
Mauna Lani Golf Resort Townhouse with Beach Club,US,-7.5,450,NULL,NULL,198,2011,
A room of one's own,TR,1.838541667,NULL,320,1100,53,2012,
"KAPAA, KAUAI 2 BEDROOM SUITE, NICE!",US,-7.5,NULL,NULL,NULL,249,2013,
Minyon Istanbul room no:4,TR,1.838541667,0,NULL,NULL,174,2014,
Kanimbla Vista Apartment,AU,1.336805556,500,NULL,NULL,151,2015,
1 bd apt in Astoria,US,-7.5,300,NULL,NULL,130,2016,
VICTORIAN SUNFILLED APT DREAM VIEW,US,-7.5,NULL,NULL,NULL,95,2017,
Manly Beach Views in Sydney,AU,1.336805556,NULL,1680,6300,264,2018,
"Great view,superb located penthouse",TR,1.838541667,NULL,NULL,NULL,453,2019,
Best Location on the UWS!!,US,-7.5,NULL,605,NULL,78,2020,
Sun-Filled Apartment 1 Minute From Subway,US,-7.5,0,NULL,NULL,62,2021,
A Romantic Loft plus terrace  Heart of Brooklyn,US,-7.5,250,1100,4000,145,2022,
room for rent for short time stays,TR,1.838541667,NULL,NULL,NULL,127,2023,
Sydney Parkside Apartment,AU,1.336805556,300,900,3400,100,2024,
Room w/pvt bathroom on Central Park,US,-7.5,250,NULL,NULL,99,2025,
reasonable price at the city centre,TR,1.838541667,0,210,1050,100,2026,
Private Room w/ Bath and Balcony,US,-7.5,NULL,NULL,1000,60,2027,
Duplex Penthouse Central Located,TR,1.838541667,NULL,NULL,NULL,121,2028,
"Gramercy Pk Area, w Rooftop Gdn!",US,-7.5,NULL,NULL,NULL,145,2029,
Luxurious Master Bedroom in 2BR!,US,-7.5,NULL,475,1799,55,2030,
A quiet well located apartment,AU,1.336805556,500,700,NULL,139,2031,
Cozy Private Room for one female,US,-7.5,NULL,500,1500,61,2032,
Cozy one-bedroom in E Village,US,-7.5,0,1150,NULL,185,2033,
Very central place-small room for 1,TR,1.838541667,893,476,1602,58,2034,
Cosy house with balcony view,TR,1.838541667,NULL,NULL,NULL,211,2035,
Design Loft in Pera 1,TR,1.838541667,NULL,2377,NULL,385,2036,
Above Graham stop - L train,US,-7.5,NULL,NULL,NULL,95,2037,
Chic Inner City - 3 mins to Trains,AU,1.336805556,150,NULL,NULL,75,2038,
"Istanbul Pera, Room for 3 (702) ",TR,1.838541667,NULL,1577,3612,148,2039,
Top Floor Pipeline Lodge on Farm,US,-7.5,500,900,2700,175,2040,
1 Bedroom Apartment at Hyde Park/Darlinghurst,AU,1.336805556,250,NULL,NULL,75,2041,
Gem-like UES writer's studio,US,-7.5,1000,600,2000,75,2042,
South Kona Country Home Ocean View,US,-7.5,450,990,2450,175,2043,
Ainani Jade Ohana 3 Bedroom/2 Bath,US,-7.5,0,660,NULL,110,2044,
2BR Prime West village~Sleeps 5,US,-7.5,1000,NULL,4950,250,2045,
Sunny & Private W'burg Townhouse,US,-7.5,0,1140,3800,185,2046,
Tutu's Hale with a View (Grandma's House),US,-7.5,500,2198,6108,384,2047,
Ko Olina Ocean View Condo 2BR/2BA,US,-7.5,500,3500,NULL,500,2048,
Unique NYC Loft - Guest Room,US,-7.5,0,1100,2500,125,2049,
"Newly Renovated Flat, McKibbin Loft",US,-7.5,NULL,NULL,NULL,75,2050,
⭐️Ocean/City Views⭐️Van Included⭐️Hot Tub⭐️3 Bath,US,-7.5,300,NULL,NULL,525,2051,
1 bedroom apartment in DUMBO!,US,-7.5,0,NULL,NULL,165,2052,
Spacious Nolita 2 Bd w/roof garden,US,-7.5,500,1950,NULL,300,2053,
Best location 1 bed apt + sun room,AU,1.336805556,NULL,NULL,NULL,119,2054,
OCEANFRONT - TOP FLOOR - SUNSETS - VIEWS - PRIVATE,US,-7.5,0,NULL,NULL,177,2055,
Cosy city apartment,TR,1.838541667,NULL,NULL,NULL,216,2056,
Hello To Everybody from Taksim center of the İST,TR,1.838541667,NULL,NULL,NULL,127,2057,
"A Lovely, Modern, 1bd Apt in Center",TR,1.838541667,791,2004,3955,206,2058,
Fab Park Slope garden apt w/ patio,US,-7.5,1000,1075,4350,169,2059,
CHARMING NYC Studio Loft NEAR SOHO!,US,-7.5,250,NULL,NULL,136,2060,
The Bali House Oceanviews w/Hot tub @ Kehena Beach,US,-7.5,500,1250,5000,189,2061,
Cozy 1BR  Near Theater Distict!,US,-7.5,95,NULL,NULL,151,2062,
1 BDRM in Charming Prospect Heights,US,-7.5,1300,520,2000,72,2063,
"Cozy Open Space Loft in Galata""""",TR,1.838541667,NULL,2109,5800,395,2064,
Stylish 2 bdr Glebe terrace,AU,1.336805556,350,NULL,NULL,240,2065,
"Waikiki 1BD w/ wifi, wash/dry/pkg!",US,-7.5,200,920,3600,147,2066,
Sunny quiet flat with sea breezes,AU,1.336805556,500,750,NULL,100,2067,
Sunny Bondi Pad 200m from the beach,AU,1.336805556,500,NULL,NULL,250,2068,
Manly Lagoon & Beachside Apartment,AU,1.336805556,1000,NULL,NULL,200,2069,
Historic sundrenched apt of the Lower East Side,US,-7.5,300,NULL,NULL,300,2070,
BONDI BEACH - Beach & Ocean Views,AU,1.336805556,0,450,1700,70,2071,
Bilgi Üniversitesi yanında güzel ev,TR,1.838541667,NULL,1128,3949,121,2072,
King Suite,TR,1.838541667,NULL,NULL,NULL,591,2073,
Historical Istanbul House @ Taksim,TR,1.838541667,NULL,NULL,NULL,243,2074,
Sleek & Comfortable Soho Apt,US,-7.5,150,NULL,5000,199,2075,
Modern loft with a terrace in the heart of Kadikoy,TR,1.838541667,893,NULL,NULL,385,2076,
Backyard cabin by lovely Pittwater,AU,1.336805556,NULL,700,NULL,129,2077,
Modern Top Floor Apartment,AU,1.336805556,0,850,3400,138,2078,
Cute Lovely Studio @ Monarch Hotel,US,-7.5,150,NULL,NULL,97,2079,
"Laulea Kailani Villa (Kauai), Peaceful Luxury",US,-7.5,5000,NULL,NULL,1000,2080,
Bright Modern Warehouse Conversion,AU,1.336805556,NULL,1000,4001,151,2081,
Idyllic Sanctuary in Mosman Village,AU,1.336805556,1000,1700,6000,350,2082,
"Galata Tower 250mt,modern rooftop ",TR,1.838541667,NULL,NULL,NULL,290,2083,
Luminous Modern Apt Share for Young Professionals,US,-7.5,400,NULL,1300,58,2084,
Double Yatakta Tatlı Rüyalar Senin!,TR,1.838541667,NULL,NULL,NULL,100,2085,
Terraced Ottoman Villa - Room 1,TR,1.838541667,NULL,2085,NULL,359,2086,
Designer Warehouse 1BD City Living,AU,1.336805556,300,NULL,NULL,149,2087,
Ainalani,US,-7.5,NULL,500,1700,75,2088,
Soho/Nolita - Best Location - Large 1 BDRM.,US,-7.5,200,NULL,NULL,260,2089,
2 Bedroom -guest parking.,AU,1.336805556,NULL,600,NULL,100,2090,
For funny and enjoyable holidays,TR,1.838541667,NULL,600,2300,100,2091,
Classic West Village 1BR on Quiet Tree-Lined Block,US,-7.5,1000,1000,3500,120,2092,
"Vaucluse, city views, large two bedroom w sunroom",AU,1.336805556,171,1280,4500,149,2093,
Clean and cheap room,TR,1.838541667,0,NULL,NULL,84,2094,
Queen Room at Beautiful Upscale Organic Farm,US,-7.5,200,575,1300,89,2095,
Great studio/NOT a shared space,US,-7.5,0,553,NULL,96,2096,
"Newtown Superclean, Quiet, Roof Terrace, One Train Stop City",AU,1.336805556,0,NULL,NULL,185,2097,
The Notorious B.N.B. { The William Henry },US,-7.5,0,NULL,NULL,259,2098,
"Modern, Cozy & Bright Private Room and Bathroom",US,-7.5,NULL,NULL,NULL,70,2099,
You are welcome at my home,TR,1.838541667,NULL,NULL,NULL,100,2100,
Living Aloha~Half a Block to Waikiki Beach + WiFi,US,-7.5,NULL,NULL,NULL,114,2101,
White Sand Beach Ocean Front Home,US,-7.5,500,2912,NULL,500,2102,
Most breathtaking view of Manhattan,US,-7.5,NULL,3300,10000,500,2103,
This Princeville 1BD Will Charm You,US,-7.5,150,645,NULL,115,2104,
Art-Deco In The Heart of Sydney,AU,1.336805556,NULL,NULL,NULL,129,2105,
Quiet and cozy a block from beach,US,-7.5,0,570,1680,85,2106,
Kaaawa Paradise Beach House :-)  ALOHA,US,-7.5,200,1000,NULL,159,2107,
Perfect 1BD in East Village,US,-7.5,150,NULL,NULL,125,2108,
Newly renovated historic brownstone,US,-7.5,0,NULL,NULL,65,2109,
Bright UES Gem Near Central Park,US,-7.5,NULL,1200,3000,200,2110,
BEACH LIFE  ❤ 3 min walk to town wharf & beach,AU,1.336805556,0,530,NULL,124,2111,
Charming and quiet historic terrace,AU,1.336805556,1000,1200,NULL,395,2112,
"Beautiful apartment near dining, professional hubs",AU,1.336805556,0,NULL,NULL,115,2113,
A stunning bedroom in Maroubra Jcn,AU,1.336805556,300,NULL,NULL,100,2114,
Big Manhattan Apartment 3 bedrooms big Living Room,US,-7.5,500,NULL,8820,341,2115,
Stylish 3bed house with pool - Bondi/Tamarama,AU,1.336805556,1000,3500,NULL,751,2116,
Retro Apart in city center near Galata Tower,TR,1.838541667,1055,3691,12655,395,2117,
Ocean & golf course views!! 3 BR/2BA Sleeps 7,US,-7.5,300,NULL,NULL,143,2118,
* You Will Save Money Here,TR,1.838541667,0,1476,5267,100,2119,
1BR 5 minute walk to Times Square,US,-7.5,NULL,NULL,NULL,200,2120,
At The Heart Of The Old Sultanahmet,TR,1.838541667,0,NULL,NULL,749,2121,
Chateau Gowanus,US,-7.5,500,NULL,NULL,198,2122,
Puna Rainforest Retreat Hotspring: Lavender Orchid,US,-7.5,NULL,420,1500,95,2123,
"2 BED TriBeCa, Beautiful-Renovated!",US,-7.5,500,1168,4800,130,2124,
Wow Historical Brooklyn New York!@!,US,-7.5,NULL,863,3100,97,2125,
Balmain Village Garden House,AU,1.336805556,NULL,1178,4158,198,2126,
Room in Prospect Heights,US,-7.5,NULL,NULL,950,32,2127,
2BR  Lower East Side,US,-7.5,400,NULL,NULL,210,2128,
MAUI Oceanfront Condo. A 1 bd.1 ba.,US,-7.5,NULL,NULL,NULL,179,2129,
Double Room front near Central - FREE WIFI -,AU,1.336805556,0,385,NULL,55,2130,
"Tranquil apartment in Nişantaşı,istanbul",TR,1.838541667,NULL,NULL,NULL,269,2131,
"Cozy room in a fun, low-key neighb!",US,-7.5,NULL,NULL,NULL,105,2132,
1-bedroom in heart of Williamsburg!,US,-7.5,NULL,NULL,NULL,150,2133,
"Beachy style, comfort & convenience",AU,1.336805556,NULL,NULL,NULL,115,2134,
room housemate in kadıköy/acıbadem,TR,1.838541667,NULL,NULL,NULL,849,2135,
2bedroom Waikiki Sweet home,US,-7.5,300,1250,4250,229,2136,
Carina Park Suites & Residance #2,TR,1.838541667,0,1876,7147,295,2137,
Sun-Drenched Williamsburg Apartment,US,-7.5,NULL,NULL,NULL,190,2138,
Park Slope Garden Level Studio,US,-7.5,500,1000,2700,150,2139,
The 2-BDRM WAIKIKI VIEW - Sleeps 4,US,-7.5,0,NULL,2970,99,2140,
Centrally Located Studio - Times Sq,US,-7.5,500,900,NULL,230,2141,
"Manhattan, near subway, quiet street in LES!",US,-7.5,0,770,3080,95,2142,
Very close to Taksim İstiklal St.,TR,1.838541667,NULL,443,1951,58,2143,
Salim Bey Apartments,TR,1.838541667,NULL,NULL,NULL,1313,2144,
Tailored Studio in Williamsburg BK,US,-7.5,NULL,950,3600,150,2145,
"近地铁及市中心,干净 NYC 30 min to Manhattan",US,-7.5,0,231,961,33,2146,
Charming Private Bedroom on the UWS,US,-7.5,NULL,600,2520,80,2147,
"HisarüstüCosy, Full furnitured room",TR,1.838541667,NULL,350,1000,47,2148,
Large room w its own bathroom (& bath),US,-7.5,NULL,500,1300,45,2149,
ROOM FOR FEMALE FLATMATE,TR,1.838541667,NULL,400,1150,53,2150,
Beautiful Tropical Oasis near beach in Kailua,US,-7.5,250,3600,11000,480,2151,
"Cosy room@ Avalon-near beaches,cafes & Pittwater",AU,1.336805556,NULL,417,NULL,90,2152,
Beautiful big room in modern house,AU,1.336805556,NULL,320,1190,68,2153,
King Loft Bed in Bushwick Loft,US,-7.5,NULL,NULL,NULL,46,2154,
Maui Oceanfront Condo/Kaanapali/Kahana 2 Bedroom,US,-7.5,200,NULL,NULL,265,2155,
İSTANBUL HOLİDAY,TR,1.838541667,NULL,NULL,NULL,121,2156,
"Cozy, quiet and comfortable 1BR",US,-7.5,NULL,860,3000,132,2157,
Sunny private room in Park Slope,US,-7.5,NULL,280,800,70,2158,
Two Bedroom in a townhouse with a patio in Nolita!,US,-7.5,250,NULL,NULL,295,2159,
Large duplex West Village apartment,US,-7.5,NULL,NULL,NULL,500,2160,
Sweet home in ŞİŞLİ,TR,1.838541667,NULL,NULL,NULL,301,2161,
Absolute beachfront in Manly!,AU,1.336805556,1000,2443,NULL,350,2162,
Private Bedroom in Beautiful Apartment,US,-7.5,200,NULL,NULL,95,2163,
Make Old Halewia Town Your Basecamp,US,-7.5,NULL,600,NULL,99,2164,
Great UWS Studio Apartment,US,-7.5,NULL,NULL,NULL,130,2165,
The city cabin,US,-7.5,NULL,400,1000,75,2166,
"B & W room close to Sydney CBD airport, Sydney Uni",AU,1.336805556,0,NULL,NULL,65,2167,
Oceanfront Ease & Elegance,US,-7.5,150,NULL,3300,165,2168,
"Gramercy Apt, Private Bedroom",US,-7.5,NULL,620,NULL,64,2169,
Victorian Home Mosman Cent. Rm 2/3,AU,1.336805556,200,500,NULL,80,2170,
Big 2BR loft in ❤️of Williamsburg-5min to Manhattan,US,-7.5,200,2100,8000,160,2171,
My Little Guest Apartment,US,-7.5,NULL,NULL,NULL,105,2172,
Master Ensuite - Rushcutters Bay,AU,1.336805556,250,550,2350,100,2173,
Sunny top fl Private 1- BR with garden view,US,-7.5,500,950,2965,145,2174,
Tranquil Beach & Bush Cottage + Backyard Studio,AU,1.336805556,500,1150,4350,148,2175,
Your cute home in Istanbul(forwoman),TR,1.838541667,0,365,1300,74,2176,
Beautiful Room in the City Centre!,TR,1.838541667,NULL,NULL,NULL,891,2177,
Wburg 1 bedroom - Spacious & Sunny,US,-7.5,500,900,2800,105,2178,
Cozy&Church Terrace Room in Beyoglu,TR,1.838541667,NULL,298,999,179,2179,
Flat for Families and Friend groups,TR,1.838541667,NULL,NULL,NULL,685,2180,
Cozy&Stylish Room in Beyoglu,TR,1.838541667,NULL,255,985,142,2181,
Sultan Hostel - Old Town,TR,1.838541667,NULL,NULL,NULL,395,2182,
Water view apartment 15min to CBD private bathroom,AU,1.336805556,0,NULL,NULL,60,2183,
Room near a Lovely Beach & Airport,AU,1.336805556,NULL,NULL,NULL,43,2184,
Kapalua Bay Villa 20g2 Beachfront!,US,-7.5,NULL,NULL,NULL,834,2185,
Cosy Room in Kadıkoy,TR,1.838541667,NULL,NULL,NULL,63,2186,
Huge one bedroom apartment,US,-7.5,NULL,NULL,NULL,115,2187,
Wonderful Waikiki Skytower  DH/mountain views,US,-7.5,200,1100,3700,175,2188,
Art Gallery  in Harlem,US,-7.5,500,893,3150,150,2189,
Private Park Slope Brooklyn Hideaway,US,-7.5,250,NULL,1995,84,2190,
Burgundy Affordable Spacious@Centre,TR,1.838541667,527,NULL,2236,69,2191,
Room for rent in Ortakoy at,TR,1.838541667,NULL,NULL,NULL,121,2192,
"2 bedroom + 1 sofa, free car park place",TR,1.838541667,NULL,NULL,NULL,221,2193,
Cosy Single room in Beşiktaş!,TR,1.838541667,NULL,655,2174,58,2194,
istanbul'un kalbinde cihangirde,TR,1.838541667,NULL,NULL,NULL,200,2195,
Waikiki Banyan Tower 2 Suite 1214,US,-7.5,NULL,NULL,NULL,238,2196,
"Size, Splendor & High Ceilings",US,-7.5,NULL,NULL,4700,175,2197,
Stunning Panoramic Ocean Views!,US,-7.5,NULL,NULL,NULL,540,2198,
Room in Kurtuluş close to subway,TR,1.838541667,NULL,NULL,NULL,79,2199,
Ocean View Across Street from Beach Clean & Quiet,US,-7.5,300,NULL,NULL,169,2200,
Cozy room near by Boğaziçi Univ.,TR,1.838541667,NULL,NULL,NULL,105,2201,
Vibrant Sydney at your fingertips,AU,1.336805556,200,NULL,NULL,80,2202,
[203] 5 min WALK to Times Square,US,-7.5,NULL,930,3600,155,2203,
[306] 5 min WALK to Times Square,US,-7.5,NULL,1235,4800,245,2204,
Generous 75 sqm full of Art,TR,1.838541667,NULL,4765,13699,654,2205,
Cozy Room in Galata,TR,1.838541667,300,770,3080,63,2206,
"Modern, spacious, light filled home",AU,1.336805556,NULL,NULL,NULL,350,2207,
1 BR available in lovely LES unit,US,-7.5,NULL,NULL,NULL,135,2208,
Romantic Red for 2 in Beyoglu,TR,1.838541667,NULL,NULL,NULL,717,2209,
Mihmandar Sultanahmet aprt 3,TR,1.838541667,NULL,NULL,NULL,417,2210,
Chic and Cozy Heart of Williamsburg,US,-7.5,500,600,1500,100,2211,
"B103 Waipouli Beach Resort, Sleeps 8!",US,-7.5,1000,NULL,NULL,345,2212,
